Fullstate,State,Type,Bill Number,Year,Elected,MoreDefined,Description,Last Action,curbing,RichardLastAction,Richard Description,Date Signed,Unsure,Very interesting,Notes,election,judicial,governor,lower,upper,less,more,outside,how_much_less,how_much_more,distance_closest_branch,Moralistic,Traditionalistic,RepublicanLegslature,SplitLegislature,Culture,legislativeControl,unified,court_gov_dist,court_lower_dist,court_upper_dist,curbs,elected,partisan,nonpartisan,retention,elected_ideology_gov,elected_ideology_upper,elected_ideology_lower,partisan_ideology_gov,partisan_ideology_upper,partisan_ideology_lower,nonpartisan_ideology_gov,nonpartisan_ideology_upper,nonpartisan_ideology_lower,retention_ideology_gov,retention_ideology_upper,retention_ideology_lower,Professionalization
Idaho,ID,Salary & Budget,HB 103,2013,Elected,Retention,Makes temporary emergency surcharge on court fees/files permanent.,Approved by full Senate 3/7/13. To Governor for signature.,0,Passed Legislature,,,,,,ID2013,1.040833153,1.026,1.141,0.9865,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.014833152999999877,0.10016684700000011,0.054333152999999856,0,1,0,0,1,0.014833152999999877,0.054333152999999856,0.10016684700000011,0,0,0,0,0,0,0.014833152999999877,0.054333152999999856,0.10016684700000011,2
Idaho,ID,Selection,HB 502,2014,Elected,Retention,Provides that no candidate's name may appear on a ballot for more than one judicial office.,In House State Affairs Committee.,0,Introduced,,,,,,ID2014,1.040833153,1.026,1.141,0.9865,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.014833152999999877,0.10016684700000011,0.054333152999999856,0,1,0,0,1,0.014833152999999877,0.054333152999999856,0.10016684700000011,0,0,0,0,0,0,0.014833152999999877,0.054333152999999856,0.10016684700000011,2
Idaho,ID,Qualification & Terms,SB 1027,2015,Elected,Retention,"Allows retired senior status judges to serve or work for state government, for example, as a teacher at a university.","Signed by Governor, became law 3/19/2015.",0,Enacted,,2015-03-19T00:00:00Z,,,,ID2015,1.040833153,1.026,1.141,0.9865,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.014833152999999877,0.10016684700000011,0.054333152999999856,0,1,0,0,1,0.014833152999999877,0.054333152999999856,0.10016684700000011,0,0,0,0,0,0,0.014833152999999877,0.054333152999999856,0.10016684700000011,2
Idaho,ID,Other,HB 491,2016,Elected,Retention,Bans filing of nonconsensual common law liens against judges and others.,Approved by full Senate 3/14/16.,0,Passed one chamber,,,,,,ID2016,1.040833153,1.026,1.141,0.9865,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.014833152999999877,0.10016684700000011,0.054333152999999856,1,1,0,0,1,0.014833152999999877,0.054333152999999856,0.10016684700000011,0,0,0,0,0,0,0.014833152999999877,0.054333152999999856,0.10016684700000011,2
Idaho,ID,Salary & Budget,HB 200,2017,Elected,Retention,Allows a court to award credit/debit card convenience fees to a party when the party used a credit card to pay court costs and filing costs,Approved by full House 3/2/17.,0,Passed one chamber,,,,,,ID2017,1.040833153,1.026,1.141,0.9865,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.014833152999999877,0.10016684700000011,0.054333152999999856,1,1,0,0,1,0.014833152999999877,0.054333152999999856,0.10016684700000011,0,0,0,0,0,0,0.014833152999999877,0.054333152999999856,0.10016684700000011,2
Illinois,IL,Rule Making Authority,HB 4230,2008,Elected,Partisan,"Requires clerks enter into the record all dispositions, judgments, and orders (rather than just judgments and orders) of their respective courts.",In House Rules committee,0,Introduced,,,,,,IL2008,0.293297819,-0.875,-0.624,-0.641,0,1,1,0,0.917297819,0.917297819,1,0,0,0,Moralistic,Democratic,1,1.168297819,0.9172978190000001,0.934297819,3,1,1,0,0,1.168297819,0.934297819,0.9172978190000001,1.168297819,0.934297819,0.9172978190000001,0,0,0,0,0,0,4
Illinois,IL,Salary & Budget,HB 252,2009,Elected,Partisan,"Requires that the Compensation Review Board file separate reports with respect to (i) State executive branch constitutional officers and General Assembly members and (ii) judges and all other offices. Provides that a report is effective if approved in whole or reduced by a resolution adopted by the General Assembly (now, effective unless disapproved in whole or reduced by a resolution adopted by the General Assembly). Requires a separate resolution and vote for each report.",In House Rules Committee.,0,Introduced,,,,,,IL2009,0.293297819,-0.875,-0.624,-0.641,0,1,1,0,0.917297819,0.917297819,1,0,0,0,Moralistic,Democratic,1,1.168297819,0.9172978190000001,0.934297819,4,1,1,0,0,1.168297819,0.934297819,0.9172978190000001,1.168297819,0.934297819,0.9172978190000001,0,0,0,0,0,0,4
Illinois,IL,Salary & Budget,HB 252,2010,Elected,Partisan,"Requires that the Compensation Review Board file separate reports with respect to (i) State executive branch constitutional officers and General Assembly members and (ii) judges and all other offices. Provides that a report is effective if approved in whole or reduced by a resolution adopted by the General Assembly (now, effective unless disapproved in whole or reduced by a resolution adopted by the General Assembly). Requires a separate resolution and vote for each report.",Died in committee.,0,Introduced,,,,,,IL2010,0.293297819,-0.984,-0.663,-0.643,0,1,1,0,0.936297819,0.936297819,1,0,0,0,Moralistic,Democratic,1,1.277297819,0.956297819,0.936297819,6,1,1,0,0,1.277297819,0.936297819,0.956297819,1.277297819,0.936297819,0.956297819,0,0,0,0,0,0,4
Illinois,IL,Selection,HB 1344,2011,Elected,Partisan,Sets limits on contributions from political party committees to judicial candidate political committees during an election cycle at which candidates seek election at a general election.,In House Elections & Campaign Reform Committee. Carried over into 2012 session.,1,Introduced,,,,,,IL2011,-0.040476703,-0.984,-0.663,-0.643,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.943523297,0.6225232970000001,0.6025232970000001,3,1,1,0,0,0.943523297,0.6025232970000001,0.6225232970000001,0.943523297,0.6025232970000001,0.6225232970000001,0,0,0,0,0,0,4
Illinois,IL,Selection,HB 1344,2012,Elected,Partisan,Sets limits on contributions from political party committees to judicial candidate political committees during an election cycle at which candidates seek election at a general election.,Carried over from 2011 session.,1,Introduced,,,,,,IL2012,-0.040476703,-1.002,-0.57,-0.643,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.961523297,0.5295232969999999,0.6025232970000001,6,1,1,0,0,0.961523297,0.6025232970000001,0.5295232969999999,0.961523297,0.6025232970000001,0.5295232969999999,0,0,0,0,0,0,4
Illinois,IL,Other,HB 1155,2013,Elected,Partisan,Prohibits firearm from being carried into any courthouse.,On House floor.,0,Introduced,,,,,,IL2013,-0.040476703,-1.002,-0.57,-0.643,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.961523297,0.5295232969999999,0.6025232970000001,1,1,1,0,0,0.961523297,0.6025232970000001,0.5295232969999999,0.961523297,0.6025232970000001,0.5295232969999999,0,0,0,0,0,0,4
Illinois,IL,Other,HB 1155,2014,Elected,Partisan,Prohibits firearm from being carried into any courthouse.,On House floor. Carried over from 2013 session.,0,Introduced,,,,,,IL2014,-0.040476703,-1.002,-0.57,-0.643,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.961523297,0.5295232969999999,0.6025232970000001,2,1,1,0,0,0.961523297,0.6025232970000001,0.5295232969999999,0.961523297,0.6025232970000001,0.5295232969999999,0,0,0,0,0,0,4
Illinois,IL,Other,HB 2426,2015,Elected,Partisan,Requires drug/alcohol testing of all judges.,In House Rules Committee.,1,Introduced,,,,,,IL2015,-0.040476703,-1.002,-0.57,-0.643,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.961523297,0.5295232969999999,0.6025232970000001,2,1,1,0,0,0.961523297,0.6025232970000001,0.5295232969999999,0.961523297,0.6025232970000001,0.5295232969999999,0,0,0,0,0,0,4
Illinois,IL,Other,HB 2426,2016,Elected,Partisan,Requires drug/alcohol testing of all judges.,In House Rules Committee. Carried over into 2016 session.,1,Introduced,,,,,,IL2016,-0.040476703,-1.002,-0.57,-0.643,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.961523297,0.5295232969999999,0.6025232970000001,4,1,1,0,0,0.961523297,0.6025232970000001,0.5295232969999999,0.961523297,0.6025232970000001,0.5295232969999999,0,0,0,0,0,0,4
Illinois,IL,Other,HB 3054,2017,Elected,Partisan,ORIGINAL: Requires trial judges announce at start of every day parties may filed complaint with Judicial Inquiry Board. Requires clerks post Judicial Inquiry Board information in every courtroom and provide Judicial Inquiry Board forms. AMENDED: Removes requirement that judge make announcement. Provides that the clerk shall post in courthouse common areas a notice that a person may file a complaint against a judge with the Judicial Inquiry Board. Requires Board create uniform statewide notice. ,Approved by full Senate 5/12/17. To Governor for approval,1,Passed Legislature,,,,,,IL2017,-0.040476703,-1.002,-0.57,-0.643,0,0,0,0,0,0,1,0,0,0,Moralistic,Democratic,1,0.961523297,0.5295232969999999,0.6025232970000001,2,1,1,0,0,0.961523297,0.6025232970000001,0.5295232969999999,0.961523297,0.6025232970000001,0.5295232969999999,0,0,0,0,0,0,4
Indiana,IN,Other,HB 1096,2008,Elected,Retention,"Amends various provisions concerning courts. Removes references to the clerk of the supreme court from statutes concerning: (1) compensation of elected officials; and (2) annual economic interest statements filed by judicial officers or candidates for judicial office who are subject to election or a retention vote. (As of January 1, 2007, the clerk of the supreme court ceased being a statewide elected office and is now appointed by the chief justice.)",Signed into law by Governor,0,Enacted,,,,,,IN2008,-0.487655288,1.137,0.086,0.599,1,0,1,0.573655288,0,0.573655288,0,1,0,1,Traditionalistic,0,0,1.624655288,0.573655288,1.086655288,0,1,0,0,1,1.624655288,1.086655288,0.573655288,0,0,0,0,0,0,1.624655288,1.086655288,0.573655288,3
Indiana,IN,Jurisdiction,HB 1120,2009,Elected,Retention,Provides that a court with criminal or juvenile jurisdiction may establish a problem solving court for alternative treatment and rehabilitation. Requires the board of directors of the judicial center to adopt rules for the certification and operation of problem solving courts.,Died when legislature adjourned 4/29/09.,0,Introduced,,,,,,IN2009,-0.487655288,1.137,0.086,0.599,1,0,1,0.573655288,0,0.573655288,0,1,0,1,Traditionalistic,0,0,1.624655288,0.573655288,1.086655288,4,1,0,0,1,1.624655288,1.086655288,0.573655288,0,0,0,0,0,0,1.624655288,1.086655288,0.573655288,3
Indiana,IN,Other,HB 1044,2010,Elected,Retention,Provides that circuit court clerks and the clerk of the supreme court are not personally liable for acts or omissions in the performance of the clerks duties absent gross negligence or intentional disregard of the responsibilities of the office of clerk. Specifies that the fact that a clerk is not personally liable does not preclude an action against the clerks bond based on an error or omission committed by the clerk.,Signed into law by Governor 3/25/10.,0,Enacted,,2010-03-25T00:00:00Z,,,,IN2010,2.31534e-4,1.137,-0.047,0.653,0,0,0,0,0,0,0,1,0,1,Traditionalistic,0,0,1.136768466,0.047231534,0.652768466,3,1,0,0,1,1.136768466,0.652768466,0.047231534,0,0,0,0,0,0,1.136768466,0.652768466,0.047231534,3
Indiana,IN,Salary & Budget,HB 1004,2011,Elected,Retention,"Requires creation of website that lists all state and local expenditures and fund balances, include the judicial branch and courts.",House and Senate concur in conference report 4/29/11. To Governor for approval.,1,Passed Legislature,,,,,,IN2011,0.488118357,1.137,-0.047,0.653,0,0,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,0.648881643,0.535118357,0.16488164300000002,6,1,0,0,1,0.648881643,0.16488164300000002,0.535118357,0,0,0,0,0,0,0.648881643,0.16488164300000002,0.535118357,3
Indiana,IN,Salary & Budget,HB 1002,2012,Elected,Retention,Reenacts the public officers compensation advisory commission that was repealed in 2011.,House concurs with Senate amendment 3/9/12. To Governor for approval.,0,Passed Legislature,,,,,,IN2012,0.488118357,,0.949,0.83,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.46088164299999995,0.34188164299999996,5,1,0,0,1,,0.34188164299999996,0.46088164299999995,,0,0,,0,0,,0.34188164299999996,0.46088164299999995,3
Indiana,IN,Structure Changes,HB 1016,2013,Elected,Retention,Provides additional circumstances under which a person can participate in a problem solving court program. Provides that a problem solving court may provide rehabilitative services. Simplifies the problem solving court fee transfer process.,House concurs with Senate amendment 4/16/13. To Governor for signature.,0,Passed Legislature,,,,,,IN2013,0.488118357,,0.949,0.83,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.46088164299999995,0.34188164299999996,5,1,0,0,1,,0.34188164299999996,0.46088164299999995,,0,0,,0,0,,0.34188164299999996,0.46088164299999995,3
Indiana,IN,Salary & Budget,HB 1015,2014,Elected,Retention,"Establishes the court security fund to be administered by supreme court to provide grants to a county, city, or town to pay for the costs of installing, operating, maintaining, and upgrading security measures, plans, procedures, and systems in and around state courts. Requires the clerk of a circuit court and the clerk of a city or town court to collect a court security fee of $1 in all civil, criminal, infraction, and ordinance violation actions before July 1, 2019.",In House Ways & Means Committee.,0,Introduced,,,,,,IN2014,0.488118357,,0.949,0.83,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.46088164299999995,0.34188164299999996,3,1,0,0,1,,0.34188164299999996,0.46088164299999995,,0,0,,0,0,,0.34188164299999996,0.46088164299999995,3
Indiana,IN,Selection,HB 1038,2015,Elected,Retention,"Moves elections of city and town officers, including judges, to even-numbered years.",In House Elections and Apportionment Committee.,0,Introduced,,,,,,IN2015,0.488118357,,0.949,0.83,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.46088164299999995,0.34188164299999996,4,1,0,0,1,,0.34188164299999996,0.46088164299999995,,0,0,,0,0,,0.34188164299999996,0.46088164299999995,3
Indiana,IN,Qualification & Terms,HB 1039,2016,Elected,Retention,Repeals 2015 law. Once again allows non-attorney judges in Town and City courts.,In House Judiciary Committee.,0,Introduced,,,,,,IN2016,0.488118357,,0.949,0.83,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.46088164299999995,0.34188164299999996,2,1,0,0,1,,0.34188164299999996,0.46088164299999995,,0,0,,0,0,,0.34188164299999996,0.46088164299999995,3
Indiana,IN,Other,HB 1160,2017,Elected,Retention,Urges the legislative council to assign to an appropriate interim study committee for study during the 2017 interim the topic of the effectiveness of the Indiana tax court.,In House Courts and Criminal Code Committee.,0,Introduced,,,,,,IN2017,0.488118357,,0.949,0.83,0,,0,0,0,0,0,1,1,0,Traditionalistic,Democratic,1,,0.46088164299999995,0.34188164299999996,4,1,0,0,1,,0.34188164299999996,0.46088164299999995,,0,0,,0,0,,0.34188164299999996,0.46088164299999995,3
Kansas,KS,Selection,HB 2642,2008,Elected,Retention,Grants supreme court and the commission on judicial performance immunity from civil suit regarding judicial performance evaluations. Grants commission access to records that would otherwise not be publicly accessible.,"Senate approved as amended, adopted Conference committee report",0,Introduced,,,,,,KS2008,-0.241946086,-0.415,0.7395,0.804,0,0,0,0,0,0,,,1,0,,Democratic,1,0.17305391399999998,0.981446086,1.045946086,2,1,0,0,1,0.17305391399999998,1.045946086,0.981446086,0,0,0,0,0,0,0.17305391399999998,1.045946086,0.981446086,2
Kansas,KS,Selection,HB 2111,2009,Elected,Retention,ORIGINAL: Deletes 2010 sunset date for commission on judicial performance. AMENDED: Replaces 2010 sunset date with 2013.,Signed into law by Governor 4/13/09.,0,Enacted,,2009-04-13T00:00:00Z,,,,KS2009,-0.228174462,-0.415,0.7395,0.804,0,0,0,0,0,0,,,1,0,,Democratic,1,0.18682553799999999,0.9676744620000001,1.032174462,3,1,0,0,1,0.18682553799999999,1.032174462,0.9676744620000001,0,0,0,0,0,0,0.18682553799999999,1.032174462,0.9676744620000001,2
Kansas,KS,Jurisdiction,HB 2039,2010,Elected,Retention,"ORIGINAL: Allows plaintiff to file unlimited number of small claims cases per year (currently, limited to 20). CONFERENCE REPORT: Bill substituted in its entirety. Provides that in any county where there is no sheriff or undersheriff, the county clerk shall function as such until new sheriff available.",Signed into law by Governor 4/15/10.,0,Enacted,,2010-04-15T00:00:00Z,,,,KS2010,-0.241946086,,0.7395,0.804,1,,1,0.981446086,0,0.981446086,,,1,0,,Democratic,1,,0.981446086,1.045946086,6,1,0,0,1,,1.045946086,0.981446086,,0,0,,0,0,,1.045946086,0.981446086,2
Kansas,KS,Jurisdiction,HB 2087,2011,Elected,Retention,"ORIGINAL: Defines ""foreign law,"" ""legal code"" or ""system"" means any law, legal code or system of a jurisdiction outside of any state or territory of the United States, including, but not limited to, international organizations and tribunals and applied by that jurisdictions courts, administrative bodies or other formal or informal tribunals. Provides ""Any court, arbitration, tribunal or administrative agency ruling or decision shall violate the public policy of this state and be void and unenforceable if the court, arbitration, tribunal or administrative agency bases its rulings or decisions in the matter at issue in whole or in part on any law, legal code or system that would not grant the parties  affected by the ruling or decision the same fundamental liberties, rights and privileges granted under the United States and Kansas constitutions."" AMENDED: Same, but adds ""Nothing in this act shall be construed to disapprove of or abrogate any appellate decision previously rendered by the supreme court of Kansas.""",Approved by full House 3/30/11. Carried over into 2012 session.,1,Passed one chamber,,,,,,KS2011,-0.214402837,,0.7395,0.804,1,,1,0.953902837,0,0.953902837,,,1,0,,Democratic,1,,0.953902837,1.018402837,5,1,0,0,1,,1.018402837,0.953902837,,0,0,,0,0,,1.018402837,0.953902837,2
Kansas,KS,Jurisdiction,HB 2087,2012,Elected,Retention,"ORIGINAL: Defines ""foreign law,"" ""legal code"" or ""system"" means any law, legal code or system of a jurisdiction outside of any state or territory of the United States, including, but not limited to, international organizations and tribunals and applied by that jurisdiction's courts, administrative bodies or other formal or informal tribunals. Provides ""Any court, arbitration, tribunal or administrative agency ruling or decision shall violate the public policy of this state and be void and unenforceable if the court, arbitration, tribunal or administrative agency bases its rulings or decisions in the matter at issue in whole or in part on any law, legal code or system that would not grant the parties  affected by the ruling or decision the same fundamental liberties, rights and privileges granted under the United States and Kansas constitutions."" AMENDED: Same, but adds ""Nothing in this act shall be construed to disapprove of or abrogate any appellate decision previously rendered by the supreme court of Kansas.""",Carried over from 2011 session.,1,Introduced,,,,,,KS2012,-0.214402837,0.992,0.84,0.7835,1,0,1,0.997902837,0,0.997902837,,,1,0,,Democratic,1,1.206402837,1.054402837,0.997902837,6,1,0,0,1,1.206402837,0.997902837,1.054402837,0,0,0,0,0,0,1.206402837,0.997902837,1.054402837,2
Kansas,KS,Structure Changes,HB 2016,2013,Elected,Retention,Revises provisions related to the reassignment of district court judge and district magistrate judge positions from one district to another.,In House Judiciary Committee.,0,Introduced,,,,,,KS2013,-0.214402837,0.992,0.84,0.7835,1,0,1,0.997902837,0,0.997902837,,,1,0,,Democratic,1,1.206402837,1.054402837,0.997902837,11,1,0,0,1,1.206402837,0.997902837,1.054402837,0,0,0,0,0,0,1.206402837,0.997902837,1.054402837,2
Kansas,KS,Structure Changes,HB 2016,2014,Elected,Retention,Revises provisions related to the reassignment of district court judge and district magistrate judge positions from one district to another.,In House Judiciary Committee. Carried over from 2013 session.,0,Introduced,,,,,,KS2014,-0.214402837,0.992,0.84,0.7835,1,0,1,0.997902837,0,0.997902837,,,1,0,,Democratic,1,1.206402837,1.054402837,0.997902837,15,1,0,0,1,1.206402837,0.997902837,1.054402837,0,0,0,0,0,0,1.206402837,0.997902837,1.054402837,2
Kansas,KS,Salary & Budget,HB 2005,2015,Elected,Retention,"AS AMENDED: Creates or amends law related to docket fees, dispositive motion filing fees, and the Electronic Filing and Management Fund. Provides funding only to occur if courts uphold as constitutional HB 2338 of 2014.","Conference Committee report adopted, delivered to governor for approval 6/1/2015.",0,Passed Legislature,,,,,,KS2015,-0.214402837,0.992,0.84,0.7835,1,0,1,0.997902837,0,0.997902837,,,1,0,,Democratic,1,1.206402837,1.054402837,0.997902837,9,1,0,0,1,1.206402837,0.997902837,1.054402837,0,0,0,0,0,0,1.206402837,0.997902837,1.054402837,2
Kansas,KS,Structure Changes,HB 2002 (Special Session),2016,Elected,Retention,Removes all appellate jurisdiction from supreme court and transfers to new Superior Court to be chosen by governor and confirmed by senate.,In House Judiciary Committee.,1,Introduced,,,,,,KS2016,-0.214402837,0.992,0.84,0.7835,1,0,1,0.997902837,0,0.997902837,,,1,0,,Democratic,1,1.206402837,1.054402837,0.997902837,15,1,0,0,1,1.206402837,0.997902837,1.054402837,0,0,0,0,0,0,1.206402837,0.997902837,1.054402837,2
Kansas,KS,Salary & Budget,HB 2041,2017,Elected,Retention,"ORIGINAL: Extends the judicial branch surcharge fund. AMENDED: Same, but provides clarification on the matter of debts owed to the court.",Signed into law by Governor 5/26/17.,0,Enacted,,2017-05-26T00:00:00Z,,,,KS2017,-0.214402837,0.992,0.84,0.7835,1,0,1,0.997902837,0,0.997902837,,,1,0,,Democratic,1,1.206402837,1.054402837,0.997902837,0,1,0,0,1,1.206402837,0.997902837,1.054402837,0,0,0,0,0,0,1.206402837,0.997902837,1.054402837,2
Kentucky,KY,Jurisdiction,HB 280,2008,Elected,Nonpartisan,"Increases small claims jurisdiction from $1,500 to $5,000.",In House Judiciary committee,1,Introduced,,,,,,KY2008,0.301187851,0.721,-0.0655,0.462,0,0,0,0,0,0,0,1,0,1,Traditionalistic,0,0,0.41981214899999997,0.366687851,0.16081214900000002,2,1,0,1,0,0.41981214899999997,0.16081214900000002,0.366687851,0,0,0,0.41981214899999997,0.16081214900000002,0.366687851,0,0,0,3
Kentucky,KY,Salary & Budget,HB 138,2009,Elected,Nonpartisan,Requires all courts and the Administrative Office of the Courts to participate in the state wide e-warrant system. Provides that failure to participate will result in denial of access to state and federal grants.,Died when legislature adjourned 3/26/09.,0,Introduced,,,,,,KY2009,0.301187851,0.721,-0.0655,0.462,0,0,0,0,0,0,0,1,0,1,Traditionalistic,0,0,0.41981214899999997,0.366687851,0.16081214900000002,3,1,0,1,0,0.41981214899999997,0.16081214900000002,0.366687851,0,0,0,0.41981214899999997,0.16081214900000002,0.366687851,0,0,0,3
Kentucky,KY,Jurisdiction,HB 103,2010,Elected,Nonpartisan,"Increases jurisdictional limit of civil actions in the District Court from $4,000 to $10,000. Increases jurisdictional limit of the small claims division of the District Court from $1,500 to $5,000.",Died in committee.,1,Introduced,,,,,,KY2010,0.301187851,-0.145,-0.069,0.457,0,1,1,0,0.155812149,0.155812149,0,1,0,1,Traditionalistic,0,0,0.446187851,0.370187851,0.155812149,5,1,0,1,0,0.446187851,0.155812149,0.370187851,0,0,0,0.446187851,0.155812149,0.370187851,0,0,0,3
Kentucky,KY,Jurisdiction,HB 201,2011,Elected,Nonpartisan,"ORIGINAL: Increases small claims jurisdiction from $1,500 to $2,500. AMENDED: Same, but also increases civil jurisdiction of District Court to $5,000.",Approved by House Judiciary Committee 2/16/11.,1,Introduced,,,,,,KY2011,0.301187851,-0.145,-0.069,0.457,0,1,1,0,0.155812149,0.155812149,0,1,0,1,Traditionalistic,0,0,0.446187851,0.370187851,0.155812149,8,1,0,1,0,0.446187851,0.155812149,0.370187851,0,0,0,0.446187851,0.155812149,0.370187851,0,0,0,3
Kentucky,KY,Structure Changes,HB 1,2012,Elected,Nonpartisan,Redistricts state supreme court & court of appeals.,House approves Senate amendments 1/19/12. To Governor for approval.,0,Passed Legislature,,,,,,KY2012,0.301187851,-0.145,0.002,0.457,0,1,1,0,0.155812149,0.155812149,0,1,0,1,Traditionalistic,0,0,0.446187851,0.299187851,0.155812149,1,1,0,1,0,0.446187851,0.155812149,0.299187851,0,0,0,0.446187851,0.155812149,0.299187851,0,0,0,3
Kentucky,KY,Salary & Budget,HB 238,2013,Elected,Nonpartisan,"Requires the State Property and Buildings Commission or the Kentucky Asset/Liability Commission to issue any authorized agency bonds on behalf of the judicial branch of the Commonwealth. Authorizes $28,100,000 in Agency Bonds in fiscal year 2012-2013 for Phase I E-Case and Docket Management system.",Approved by full House 3/11/13. To Governor for approval.,0,Passed Legislature,,,,,,KY2013,0.301187851,-0.145,0.002,0.457,0,1,1,0,0.155812149,0.155812149,0,1,0,1,Traditionalistic,0,0,0.446187851,0.299187851,0.155812149,1,1,0,1,0,0.446187851,0.155812149,0.299187851,0,0,0,0.446187851,0.155812149,0.299187851,0,0,0,3
Kentucky,KY,Other,HB 159 (Constitutional Amendment),2014,Elected,Nonpartisan,Gives the authority to the Chief Justice to redistribute resources of the judicial branch to reflect workload and to draw Circuit and District Court judicial districts every ten years.,"In House Elections, Const. Amendments & Intergovernmental Affairs Committee.",0,Introduced,,,,,,KY2014,0.301187851,-0.145,0.002,0.457,0,1,1,0,0.155812149,0.155812149,0,1,1,0,Traditionalistic,Democratic,1,0.446187851,0.299187851,0.155812149,4,1,0,1,0,0.446187851,0.155812149,0.299187851,0,0,0,0.446187851,0.155812149,0.299187851,0,0,0,3
Kentucky,KY,Salary & Budget,HB 241,2015,Elected,Nonpartisan,Modifies the method of calculating the per diem salary for retired judges or justices called to temporary active judicial service.,"Signed by Governor, became law 3/19/2015.",0,Enacted,,2015-03-09T00:00:00Z,,,,KY2015,0.301187851,-0.145,0.002,0.457,0,1,1,0,0.155812149,0.155812149,0,1,0,1,Traditionalistic,0,0,0.446187851,0.299187851,0.155812149,3,1,0,1,0,0.446187851,0.155812149,0.299187851,0,0,0,0.446187851,0.155812149,0.299187851,0,0,0,3
Kentucky,KY,Jurisdiction,HB 46,2016,Elected,Nonpartisan,Provides that the rights of an individual afforded under the Constitutions of Kentucky and the United States take precedence over the application of any foreign law in any judicial or quasi-judicial proceeding.,Prefiled.,1,Introduced,,,,,,KY2016,0.301187851,-0.145,0.002,0.457,0,1,1,0,0.155812149,0.155812149,0,1,0,1,Traditionalistic,0,0,0.446187851,0.299187851,0.155812149,4,1,0,1,0,0.446187851,0.155812149,0.299187851,0,0,0,0.446187851,0.155812149,0.299187851,0,0,0,3
Kentucky,KY,Jurisdiction,HB 131,2017,Elected,Nonpartisan,Bans use of foreign or international law in state courts.,Prefiled.,1,Introduced,,,,,,KY2017,0.301187851,-0.145,0.002,0.457,0,1,1,0,0.155812149,0.155812149,0,1,1,0,Traditionalistic,Democratic,1,0.446187851,0.299187851,0.155812149,1,1,0,1,0,0.446187851,0.155812149,0.299187851,0,0,0,0.446187851,0.155812149,0.299187851,0,0,0,3
Louisiana,LA,Other,HB 1,2008,Elected,Partisan,"ORIGINAL: Requires every judge and candidates for judge in the state and many other government employees to disclose annually certain income, compensation, and financial transactions of the public servant or his spouse and additionally requires candidates for certain offices to file financial disclosure statements with the Board of Ethics. AMENDED: Judges removed from requirement (see LOUISIANA HB3A).",Signed into law by Governor,0,Enacted,,,,,,LA2008,0.180653714,-0.054,0.432,0.253,0,0,0,0,0,0,0,1,0,0,Traditionalistic,Democratic,1,0.23465371399999999,0.251346286,0.07234628600000001,9,1,1,0,0,0.23465371399999999,0.07234628600000001,0.251346286,0.23465371399999999,0.07234628600000001,0.251346286,0,0,0,0,0,0,3
Louisiana,LA,Salary & Budget,HB 513,2009,Elected,Partisan,"Requires all positions vacated due to early retirement remain vacant unless authorized by Judicial Budgetary Control Board. Provides that no more than 10% of vacancies may be filled by Board, unless certified an emergency by the Board and Chief Justice.",Vetoed by Governor 7/10/09.,0,Veto,,2009-07-10T00:00:00Z,,,,LA2009,0.41546372,-0.054,0.432,0.253,0,0,0,0,0,0,0,1,0,0,Traditionalistic,Democratic,1,0.46946372,0.016536280000000014,0.16246371999999998,0,1,1,0,0,0.46946372,0.16246371999999998,0.016536280000000014,0.46946372,0.16246371999999998,0.016536280000000014,0,0,0,0,0,0,3
Louisiana,LA,Selection,HB 101 (Constitutional Amendment),2010,Elected,Partisan,Prohibits judges from serving more than three terms.,Died in committee.,1,Introduced,,,,,,LA2010,0.228705345,0.4505,0.531,0.431,1,0,1,0.202294655,0,0.202294655,0,1,0,0,Traditionalistic,Democratic,1,0.221794655,0.302294655,0.202294655,3,1,1,0,0,0.221794655,0.202294655,0.302294655,0.221794655,0.202294655,0.302294655,0,0,0,0,0,0,3
